Start_Time,End_Time,Max_Index,Min_Index,Magnitude,Direction
2018-10-21 10:00:00,2018-10-21 12:00:00,2018-10-21 11:20:00,2018-10-21 11:00:00,508.1145173,Down
2018-10-21 10:10:00,2018-10-21 12:10:00,2018-10-21 11:20:00,2018-10-21 11:00:00,508.1145173,Down
2018-10-21 10:20:00,2018-10-21 12:20:00,2018-10-21 11:20:00,2018-10-21 11:00:00,508.1145173,Down
2018-10-21 10:30:00,2018-10-21 12:30:00,2018-10-21 11:20:00,2018-10-21 11:00:00,508.1145173,Down
2018-10-21 10:40:00,2018-10-21 12:40:00,2018-10-21 11:20:00,2018-10-21 12:40:00,637.65290456,Down
2018-10-21 10:50:00,2018-10-21 12:50:00,2018-10-21 11:20:00,2018-10-21 12:40:00,637.65290456,Down
2018-10-21 11:00:00,2018-10-21 13:00:00,2018-10-21 11:20:00,2018-10-21 12:40:00,637.65290456,Down
2018-10-21 11:10:00,2018-10-21 13:10:00,2018-10-21 11:20:00,2018-10-21 12:40:00,637.65290456,Down
2018-10-21 11:20:00,2018-10-21 13:20:00,2018-10-21 11:20:00,2018-10-21 12:40:00,637.65290456,Down
2018-10-21 11:30:00,2018-10-21 13:30:00,2018-10-21 13:10:00,2018-10-21 12:40:00,559.86426926,Down
2018-10-21 11:40:00,2018-10-21 13:40:00,2018-10-21 13:10:00,2018-10-21 12:40:00,559.86426926,Down
2018-10-21 11:50:00,2018-10-21 13:50:00,2018-10-21 13:10:00,2018-10-21 12:40:00,559.86426926,Down
2018-10-21 12:00:00,2018-10-21 14:00:00,2018-10-21 13:10:00,2018-10-21 12:40:00,559.86426926,Down
2018-10-21 12:10:00,2018-10-21 14:10:00,2018-10-21 13:10:00,2018-10-21 12:40:00,559.86426926,Down
2018-10-21 12:20:00,2018-10-21 14:20:00,2018-10-21 13:10:00,2018-10-21 12:40:00,559.86426926,Down
2018-10-21 12:30:00,2018-10-21 14:30:00,2018-10-21 13:10:00,2018-10-21 12:40:00,559.86426926,Down
2018-10-21 12:40:00,2018-10-21 14:40:00,2018-10-21 13:10:00,2018-10-21 12:40:00,559.86426926,Down
2018-10-21 12:50:00,2018-10-21 14:50:00,2018-10-21 13:10:00,2018-10-21 13:30:00,442.9239807,Down
2018-10-21 13:00:00,2018-10-21 15:00:00,2018-10-21 13:10:00,2018-10-21 13:30:00,442.9239807,Down
2018-10-21 13:10:00,2018-10-21 15:10:00,2018-10-21 13:10:00,2018-10-21 13:30:00,442.9239807,Down
2018-10-21 13:20:00,2018-10-21 15:20:00,2018-10-21 13:20:00,2018-10-21 13:30:00,320.4654846,Down
2018-10-21 13:30:00,2018-10-21 15:30:00,2018-10-21 14:00:00,2018-10-21 13:30:00,298.4362793,Down
2018-10-21 13:40:00,2018-10-21 15:40:00,2018-10-21 14:00:00,2018-10-21 13:40:00,231.77378850000002,Down
2018-10-21 13:50:00,2018-10-21 15:50:00,2018-10-21 15:50:00,2018-10-21 15:00:00,308.91369629999997,Up
2018-10-21 14:00:00,2018-10-21 16:00:00,2018-10-21 16:00:00,2018-10-21 15:00:00,644.6508179,Up
2018-10-21 14:10:00,2018-10-21 16:10:00,2018-10-21 16:00:00,2018-10-21 15:00:00,644.6508179,Down
2018-10-21 14:20:00,2018-10-21 16:20:00,2018-10-21 16:20:00,2018-10-21 15:00:00,852.706848,Up
2018-10-21 14:30:00,2018-10-21 16:30:00,2018-10-21 16:20:00,2018-10-21 15:00:00,852.706848,Down
2018-10-21 14:40:00,2018-10-21 16:40:00,2018-10-21 16:20:00,2018-10-21 15:00:00,852.706848,Down
2018-10-21 14:50:00,2018-10-21 16:50:00,2018-10-21 16:20:00,2018-10-21 15:00:00,852.706848,Down
2018-10-21 15:00:00,2018-10-21 17:00:00,2018-10-21 16:20:00,2018-10-21 15:00:00,852.706848,Down
2018-10-21 15:10:00,2018-10-21 17:10:00,2018-10-21 16:20:00,2018-10-21 15:20:00,848.7895506,Down
2018-10-21 15:20:00,2018-10-21 17:20:00,2018-10-21 16:20:00,2018-10-21 15:20:00,848.7895506,Down
2018-10-21 15:30:00,2018-10-21 17:30:00,2018-10-21 16:20:00,2018-10-21 15:30:00,747.6246641,Down
2018-10-21 15:40:00,2018-10-21 17:40:00,2018-10-21 16:20:00,2018-10-21 15:40:00,726.3276365,Down
2018-10-21 15:50:00,2018-10-21 17:50:00,2018-10-21 16:20:00,2018-10-21 16:10:00,641.4036558,Down
2018-10-21 16:00:00,2018-10-21 18:00:00,2018-10-21 16:20:00,2018-10-21 16:10:00,641.4036558,Down
2018-10-21 16:10:00,2018-10-21 18:10:00,2018-10-21 16:20:00,2018-10-21 16:10:00,641.4036558,Down
2018-10-21 16:20:00,2018-10-21 18:20:00,2018-10-21 16:20:00,2018-10-21 18:20:00,397.94213850000006,Down
2018-10-21 16:30:00,2018-10-21 18:30:00,2018-10-21 16:30:00,2018-10-21 18:30:00,404.01208499999996,Down
2018-10-21 16:40:00,2018-10-21 18:40:00,2018-10-21 17:30:00,2018-10-21 18:30:00,378.7992554,Down
2018-10-21 16:50:00,2018-10-21 18:50:00,2018-10-21 17:30:00,2018-10-21 18:30:00,378.7992554,Down
2018-10-21 17:00:00,2018-10-21 19:00:00,2018-10-21 17:30:00,2018-10-21 18:30:00,378.7992554,Down
2018-10-21 17:10:00,2018-10-21 19:10:00,2018-10-21 17:30:00,2018-10-21 18:30:00,378.7992554,Down
2018-10-21 17:20:00,2018-10-21 19:20:00,2018-10-21 19:20:00,2018-10-21 18:30:00,475.0753782999999,Up
2018-10-21 17:30:00,2018-10-21 19:30:00,2018-10-21 19:20:00,2018-10-21 18:30:00,475.0753782999999,Down
2018-10-21 17:40:00,2018-10-21 19:40:00,2018-10-21 19:20:00,2018-10-21 18:30:00,475.0753782999999,Down
